electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,commissioning_date,hub_height,rotor_diameter,model,gsrn_id,dso,manufacturer
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.56329349480045,55.81266730996998,Hedensted,766.0,,V.Ørum 12a,1997-10-06,50.0,44.0,V 44-600 ,570715000000026432,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.23746694269381,55.50914103392918,Nordfyns,480.0,,"Ullerup By, Skamby 3c",1997-10-06,50.0,43.0,NTK 600/180/43-Nordtank,570715000000053504,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,12.18664309015943,56.06788136047162,Gribskov,270.0,,"Mønge By, Vejby 4b",1997-10-09,46.0,48.0,M 600/150/48,570714700000012480,,Micon
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.05724195572996,55.10612839625485,Vordingborg,390.0,,"Enegårde By, Skibinge 3a",1997-10-09,42.0,41.0,NTK 550/41-Nordtank,570714700000010944,,Nordtank
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.05615646392969,55.10819788740599,Vordingborg,390.0,,Skibinge By Og Sogn del 2af,1997-10-09,42.0,41.0,NTK 550/41-NEG Micon,570714700000010944,,NEG Micon
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.05669196745213,55.10716669665343,Vordingborg,390.0,,"Enegårde By, Skibinge 19d",1997-10-09,42.3,41.0,NTK 550,570714700000010944,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.72187559582588,56.92529570178886,Rebild,840.0,,Abildgårde 3a,1997-10-10,46.4,48.0,NM 1800-600/150  ,570715000000009984,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.72239425529601,56.92838181430585,Rebild,840.0,,Abildgårde 2u,1997-10-10,46.4,48.0,NM 1800-600/150  ,570715000000009920,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.72213659290407,56.92686610476186,Rebild,840.0,,Abildgårde 2e,1997-10-10,46.4,48.0,NM 1800-600/150  ,570715000000009920,,NEG Micon
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.36894339225987,55.99961959737475,Ringkøbing-Skjern,760.0,,Østerby Stauning 50n,1997-10-17,31.0,29.0,V 29-225 ,570715000000042048,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.70292896734134,56.27819264341982,Herning,657.0,,"Blindkilde, Vinding 1a",1997-10-20,50.0,44.0,V 44-600 ,570715000000044608,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.70078456502905,56.28464326000087,Herning,657.0,,"Blindkilde, Vinding 1a",1997-10-20,50.0,44.0,V 44-600 ,570715000000044544,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.19316178320988,55.53233055796502,Vejen,575.0,,Gesten 6a,1997-10-20,46.4,48.0,NM 600/150/48,570715000000024128,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.20282304570644,55.51569191546223,Vejen,575.0,,Gesten 11e,1997-10-20,48.0,48.0,NM 1800-600/150  ,570715000000024192,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.70148611920131,56.28250365906135,Herning,657.0,,"Blindkilde, Vinding 1a",1997-10-20,50.0,44.0,V 44-600 ,570715000000044608,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.93721462125825,54.93798892475044,Tønder,550.0,,Rørkær 74,1997-10-21,46.0,44.0,600   - MK lV,570715000000046720,,BONUS
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.36382721552141,55.99969825831745,Ringkøbing-Skjern,760.0,,Østerby Stauning 50t,1997-10-22,31.0,29.0,V 29-225 ,570715000000042112,,Vestas Wind Systems A/S
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.35493942844635,55.54102739079366,Sorø,340.0,,"Ruds Vedby By, Ruds Vedby 1a",1997-10-23,35.0,37.0,NTK 500/35,570714700000005376,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.13418388531148,56.51639923617475,Randers,730.0,,"Lindbjerg By, Harridslev 9a",1997-10-24,46.0,48.0,M 1800-600/150  ,570715000000019584,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.83594357958546,57.3938478691809,Hjørring,860.0,,"Børglumkloster Hgd., Børglum 1ae",1997-10-24,45.0,44.0,V 44-600 ,570715000000002560,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.83704078651896,57.39573417727161,Hjørring,860.0,,"Børglumkloster Hgd., Børglum 1c",1997-10-24,45.0,44.0,V 44-600 ,570715000000002560,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.84019966602889,57.39474178068549,Hjørring,860.0,,"Børglumkloster Hgd., Børglum 1b",1997-10-24,45.0,44.0,V 44-600 ,570715000000002560,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.8391060239473,57.39285709254884,Hjørring,860.0,,"Børglumkloster Hgd., Børglum 1ad",1997-10-24,45.0,44.0,V 44-600 ,570715000000002560,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.13292896978202,56.51524786250735,Randers,730.0,,"Lindbjerg By, Harridslev 9o",1997-10-24,46.0,48.0,M 600/150,570715000000019584,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.87194483342399,54.84921262133322,Guldborgsund,376.0,,Ønslev 1a m.fl,1997-10-24,35.0,44.0,V 44,570714700000010944,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.13673287761707,56.51870482232096,Randers,730.0,,"Lindbjerg By, Harridslev 9a",1997-10-24,46.0,48.0,NM 1800-600,570715000000019648,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.13544571911301,56.51755655399536,Randers,730.0,,"Lindbjerg By, Harridslev 9n",1997-10-24,45.0,48.0,M 1800-600,570715000000019648,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.1316764659892,56.51409304012572,Randers,730.0,,"Lindbjerg By, Harridslev 5ø",1997-10-24,45.0,48.0,NM 1800-600/150  ,570715000000019584,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.21396953648689,57.05799356031875,Ålborg,851.0,,"Gåser By, Ø. Hassing 2",1997-10-27,46.0,48.0,NM 1800-600,570715000000013376,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.21283417366285,57.05553739799488,Ålborg,851.0,,"Gåser By, Ø. Hassing 2ga",1997-10-27,46.0,48.0,NM 1800-600,570715000000013376,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.21175435240319,57.05318229970894,Ålborg,851.0,,"Vesterheden, Ø. Hassing 1a",1997-10-27,46.0,48.0,NM 1800-600,570715000000013376,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.21065063843287,57.05083847354997,Ålborg,851.0,,"Gåser By, Ø. Hassing 4",1997-10-27,46.0,48.0,NM 1800-600,570715000000013440,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.21804332718608,57.05469876105951,Ålborg,851.0,,"Ø.Hassin, Ø. Hassing 41b",1997-10-27,46.0,48.0,NM 1800-600,570715000000013440,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.11552856809054,55.83430079135251,Vejle,630.0,,"Ulkind by, Ringive 3p",1997-10-27,40.5,44.0,V 44-600 ,570715000000025728,,Vestas Wind Systems A/S
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,11.96125665315978,55.97048661853025,Halsnæs,260.0,,"Hågendrup by, Melby 5a",1997-11-01,42.0,41.0,NTK 55/41,570714700000005120,,Nordtank
0.55,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,11.95837447078642,55.97242334960873,Halsnæs,260.0,,"Hågendrup  by, Melby 5a",1997-11-01,42.0,41.0,NTK 55/41,570714700000005120,,Nordtank
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.3663649848618,55.99603037555725,Ringkøbing-Skjern,760.0,,Østerby Stauning 10b,1997-11-01,31.0,29.0,V 29-225 ,570715000000042048,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.44787295654652,55.3065993623412,Slagelse,330.0,,Uoplyst 17a,1997-11-01,45.0,43.0,M 1500,570714700000002496,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.44159910880453,55.3067544746776,Slagelse,330.0,,Uoplyst 17a,1997-11-01,45.0,43.0,M 1500,570714700000002496,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.44475828370439,55.30666455817048,Slagelse,330.0,,Uoplyst 17a,1997-11-01,45.0,43.0,M 1500,570714700000002496,,Micon
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.37145497159718,55.99595462196611,Ringkøbing-Skjern,760.0,,Østerby Stauning 10m,1997-11-02,31.0,29.0,V 29-225 ,570715000000042112,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.49883191532312,55.32611931898608,Kolding,621.0,,Vedsted 1,1997-11-03,46.0,48.0,M 1800,570715000000050688,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.4904554437838,55.32258504462261,Kolding,621.0,,"Seggelund, Christiansfeld 67",1997-11-03,46.0,48.0,M 1800,570715000000050688,,Micon
0.66,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48325449115844,56.13421953903774,Ringkøbing-Skjern,760.0,,"Den vestlige del, Brejning 4f",1997-11-04,50.0,47.0,V 47-660 ,570715000000041920,,Vestas Wind Systems A/S
0.66,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48024132888295,56.13483934752811,Ringkøbing-Skjern,760.0,,"Den vestlige del, Brejning 4o",1997-11-04,50.0,47.0,V 47-660 ,570715000000041856,,Vestas Wind Systems A/S
0.66,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.480784265552,56.13306828278753,Ringkøbing-Skjern,760.0,,"Den vestlige del, Brejning 3a",1997-11-04,50.0,47.0,V 47-660 ,570715000000041856,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.7373768932419,56.34796432092179,Norddjurs,707.0,,"Obdrup by, Lyngby 1f",1997-11-04,46.0,43.0,NM 1800,570715000000022656,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.73392060943781,56.34783157401435,Norddjurs,707.0,,"Obdrup by, Lyngby 2b",1997-11-04,46.0,43.0,NM 1800,570715000000022656,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.73046850174528,56.34769040540905,Norddjurs,707.0,,"Obdrup by, Lyngby 2b",1997-11-04,46.0,43.0,NM 1800,570715000000022656,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.72702485362121,56.34753886871014,Norddjurs,707.0,,"Obdrup by, Lyngby 2b",1997-11-04,46.0,43.0,NM 1800,570715000000022656,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.72357838632722,56.34740668547484,Norddjurs,707.0,,"Obdrup by, Lyngby 11c",1997-11-04,46.0,43.0,NM 1800,570715000000022656,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.90062969538764,56.61482432718056,Skive,779.0,,"Gust by, Balling 9a",1997-11-04,42.0,44.0,V 44-600 ,570715000000018176,,Vestas Wind Systems A/S
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.72030353713199,55.5977926014518,Varde,573.0,,,1997-11-05,18.0,13.0,Kolibri 11  -Gaia-Wind,570715000000034560,,Gaia-Wind Ltd
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.46207370905066,56.31371266746194,Silkeborg,740.0,,Levring By 1a,1997-11-05,0.1,45.0,V 44-600 ,570715000000013824,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.45925412778917,56.31251130928039,Silkeborg,740.0,,Levring By 1a,1997-11-05,0.1,45.0,V 44-600 ,570715000000013824,,Vestas Wind Systems A/S
0.75,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.83284123642388,56.5905907606175,Skive,779.0,,"Håsum Torp By, Håsum 11a",1997-11-07,46.0,44.0,NM 750-150,570715000000018112,,NEG Micon
0.75,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.92114754937729,56.57428721979619,Skive,779.0,,Hvidbjerg 11a,1997-11-07,46.0,44.0,NM 1500-750/175  ,570715000000018112,,NEG Micon
0.75,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.92125081260392,56.57566194359752,Skive,779.0,,"Hvidbjerg by, Hvidbjerg 11a",1997-11-07,46.0,44.0,NM 1500-750/175  ,570715000000018176,,NEG Micon
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.36890659573355,55.99478333045678,Ringkøbing-Skjern,760.0,,Østerby Stauning 10l,1997-11-10,31.0,29.0,V 29-225 ,570715000000041984,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,9.8735841097379,55.3751234752834,Middelfart,410.0,,"Husby By, Husby 22d",1997-11-12,46.0,48.0,NM 1800-600/150  ,570715000000054144,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.38072964245056,55.32679041247805,Odense,461.0,,"Volderslev By, Stenløse 2i",1997-11-12,46.0,48.0,NM 1800-600/150  ,570715000000053504,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.37980398873,55.32800420995493,Odense,461.0,,"Volderslev By, Stenløse 2a",1997-11-12,46.0,48.0,NM 1800-600/150  ,570715000000053504,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.88006773701744,56.72958926798781,Mariagerfjord,846.0,,Stenstrup by 19p,1997-11-12,50.0,43.0,NTK 600/43/50,570715000000009984,,Nordtank
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.0267115257915,56.50688568844068,Randers,730.0,,,1997-11-12,18.0,13.0,Kolibri 11  -Gaia-Wind,570715000000023744,,Gaia-Wind Ltd
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.88244135685265,56.72926118129505,Mariagerfjord,846.0,,Stenstrup by 19o,1997-11-12,50.0,43.0,NTK 600/43/50,570715000000009984,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.74259891683421,56.25398622372119,Silkeborg,740.0,,Gjern by 8p,1997-11-12,50.0,44.0,V 44-600 ,570715000000014976,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76168945207177,54.92327396393326,Langeland,482.0,,"Skrøbelev By, Skrøbelev 8f",1997-11-13,50.0,43.0,NTK 600/43-NEG Micon,570715000000051520,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.45351195287613,56.74119551707614,Vesthimmerlands,820.0,,Vestrup by 3e,1997-11-14,47.5,48.0,NM 1800-600,570715000000009792,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.90924946614207,55.54607689420691,Vejen,575.0,,Sekær Gde 1b,1997-11-14,44.5,43.0,NTK 600/43-NEG Micon,570715000000034496,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.07360140913778,55.23624468330999,Faxe,320.0,,"Jyderup By, Fakse 1a",1997-11-17,35.0,44.0,600   - MK lll,570714700000010880,,BONUS
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.95079199896428,55.1304835301745,Tønder,550.0,,Nr. Løgum 27,1997-11-17,44.5,43.0,NTK 600/180/43-Nordtank,570715000000045760,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.93596613647319,55.11899959910875,Tønder,550.0,,Kløjing 127,1997-11-17,0.1,0.1,Ukendt-Ukendt,570715000000045760,,
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.94561972951382,55.12572716584685,Tønder,550.0,,Nr. Løgum 43,1997-11-17,45.0,44.0,V 600,570715000000045760,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.93556460980806,55.11733387627996,Tønder,550.0,,Nr. Løgum 285,1997-11-17,45.0,44.0,V 44-600 ,570715000000045760,,Vestas Wind Systems A/S
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.37916555249816,56.00187418776767,Ringkøbing-Skjern,760.0,,Dejbjerg Præstegård 2i,1997-11-18,29.6,29.0,V 29-225 ,570715000000041792,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.7438209647004,56.25564530810665,Silkeborg,740.0,,Gjern By 8p,1997-11-18,50.0,44.0,V 44-600 ,570715000000014976,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.85712593413336,55.43809751732664,Vejen,575.0,,Stenderup by 13c,1997-11-18,44.0,43.0,NTK 600/43 ,570715000000034496,,Nordtank
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.79989368242586,56.24318587087787,Favrskov,710.0,,,1997-11-19,18.0,12.0,Gaia 11  ,570715000000015104,,Gaia-Wind Ltd
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.47837830396155,55.8408250948014,Hedensted,766.0,,Stougaard Hovedgaard 1a m.fl,1997-11-21,60.0,44.0,600   - MK lV,570715000000026496,,BONUS
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.47998719825257,55.83957292843489,Hedensted,766.0,,Stougaard Hovedgaard/Tørring sogn 8z,1997-11-21,60.0,44.0,600   - MK lV,570715000000026496,,BONUS
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.74700429753526,54.9167779893729,Langeland,482.0,,"Torpe By, Skrøbelev 9a",1997-11-25,50.0,43.0,NTK 600/43-NEG Micon,570715000000051712,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76216860385289,54.93673602528764,Langeland,482.0,,"Skrøbelev By, Skrøbelev 12a",1997-11-25,50.0,43.0,NTK 600/43-NEG Micon,570715000000051584,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76341329497521,54.93489683161978,Langeland,482.0,,"Skrøbelev By, Skrøbelev 12a",1997-11-25,50.0,43.0,NTK 600/180-Nordtank,570715000000051584,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.07008597641503,55.25114271182085,Haderslev,510.0,,Kastrup 493,1997-11-25,46.0,48.0,NM 1800-600/150  ,570715000000045760,,NEG Micon
1.0,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.90425669667234,56.59728488619628,Skive,779.0,,Brøndum 4k,1997-11-26,45.0,54.0,1 MW,570715000000018176,,BONUS
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.68163116084989,55.25056738775624,Nyborg,450.0,,"Ørbæk By, Ørbæk 17a",1997-11-27,50.0,43.0,NTK 600/180-NEG Micon,570715000000053504,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76212831238193,54.92200389122544,Langeland,482.0,,"Torpe By, Skrøbelev 24a",1997-11-28,50.0,43.0,NTK 600/180/43-Nordtank,570715000000051648,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.69350005707539,55.58710149496075,Fredericia,607.0,,"Stallerup by, Bredstrup 3d",1997-12-01,46.0,48.0,NM 1800-600/150  ,570715000000027392,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.68880032505538,55.58662900475407,Fredericia,607.0,,"Stallerup by, Bredstrup 2c",1997-12-01,46.0,48.0,NM 1800-600/150  ,570715000000027392,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.77901362415504,56.45483636686282,Holstebro,661.0,,"Rydhave Hgd., Ryde 1bn",1997-12-01,45.0,44.0,V 44-600 ,570715000000043648,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.85121153485993,56.72214888418122,Mariagerfjord,846.0,,Fragdrup by 1a,1997-12-02,50.0,43.0,NTK 600/43/50,570715000000009984,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.85001209933087,56.72361773442796,Mariagerfjord,846.0,,Fragdrup by 1a,1997-12-02,50.0,43.0,NTK 600/43/50,570715000000009984,,Nordtank
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48120773313778,56.50691794920087,Lemvig,665.0,,"den sydlige del, Gudum 22m",1997-12-03,45.0,44.0,V 44-600 ,570715000000038720,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48173337377409,56.50479543434186,Lemvig,665.0,,"Den sydlige Del, Gudum 22a",1997-12-03,45.0,44.0,V 44-600 ,570715000000038656,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48237008277798,56.50266044202692,Lemvig,665.0,,"Den sydlige Del, Gudum 24b",1997-12-03,45.0,44.0,V 44-600 ,570715000000038656,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.48294434312096,56.50053713517602,Lemvig,665.0,,"Klosterheden, Gudum 1c",1997-12-03,45.0,44.0,V 44-600 ,570715000000038656,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76125585252772,54.92451861227885,Langeland,482.0,,"Skrøbelev By, Skrøbelev 7a",1997-12-05,50.0,44.0,V 44-600 ,570715000000051520,,Vestas Wind Systems A/S
0.3,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.41722921700075,56.83473591369246,Thisted,787.0,,Bedsted 1b,1997-12-05,30.0,33.4,300   - MK lll,570715000000031680,,BONUS
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.76092808369371,54.93857676226429,Langeland,482.0,,"Simmerbølle By, Simmerbølle 6a",1997-12-05,50.0,44.0,V 44-600 ,570715000000052096,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.46232412609646,56.31193430996708,Silkeborg,740.0,,Levring By 17a,1997-12-09,44.0,44.0,V 44-600 ,570715000000013824,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.71021986865661,55.06806397169578,Tønder,550.0,,Skast 117,1997-12-09,45.0,44.0,V 44,570715000000046848,,Vestas Wind Systems A/S
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.86090097469808,56.90489677681508,Morsø,773.0,,Sejerslev 6b,1997-12-10,31.5,27.0,V 27-225 ,570715000000027520,,Vestas Wind Systems A/S
0.75,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.52188551050422,56.9874141341114,Ålborg,851.0,,Staun by 93b,1997-12-10,42.0,44.0,NM 750-175/44,570715000000009856,,NEG Micon
0.75,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.52044445778079,56.98559905736139,Ålborg,851.0,,Lundgårde 2a,1997-12-10,42.0,44.0,NM 750-175/44,570715000000009856,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.40104131065144,55.28653443403971,Faaborg-Midtfyn,430.0,,"Lumby by, Nr. Lyndelse 1c",1997-12-11,46.0,48.0,NM 1800-600/150  ,570715000000053568,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.28045870851144,55.80404439571824,Ringkøbing-Skjern,760.0,,Sdr. Bork 1h,1997-12-11,46.0,44.0,V 44-600 ,570715000000034560,,Vestas Wind Systems A/S
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.62738117863727,55.4849612231283,Kerteminde,440.0,,"Tårup by, Mes. 7d",1997-12-12,39.0,43.0,NM 1500-600/150  ,570715000000051200,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.62673557817717,55.48375044766076,Kerteminde,440.0,,"Tårup by, Mes. 7d",1997-12-12,39.0,43.0,NM 1500-600/150  ,570715000000051200,,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.33532715246264,56.53333215465013,Norddjurs,707.0,,Tørslev By. Estruplund 6a,1997-12-12,46.0,48.0,M 1800-600/150  ,570715000000019712,,Micon
0.6,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.33570172514668,56.53539057351536,Norddjurs,707.0,,Tørslev By. Estruplund 2a,1997-12-12,46.0,48.0,NM 1800-600/150  ,570715000000019776,,NEG Micon
