electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,region,locality,owner,site_name
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.3,49.9333,Praha-západ,252 31,Středočeský,Všenory,,Nad Burzou 279
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8833,50.05,Kolín,282 01,Středočeský,Český Brod,,FVE Tomáš Kalfas
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.75,49.8167,Chrudim,538 25,Pardubický,Miřetice,,FVE Alena Šnoplová
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8667,50.2833,Mladá Boleslav,294 71,Středočeský,Benátky nad Jizerou,,"OBODŘ 4,94 kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.7833,49.1333,Zlín,763 26,Zlínský,Pozlovice,,Jan Šumšal
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.3167,50.15,Praha-západ,252 62,Středočeský,Horoměřice,,FVE MUDr. Renáta Růžková
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.2333,50.2167,Jeseník,790 01,Olomoucký,Jeseník,FENIX s.r.o.,"FVE Jeseník, Jaroslava Ježka 18a"
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.15,50.25,Kladno,274 01,Středočeský,Slaný,,Na Výsluní 224
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.6667,49.2,Zlín,760 01,Zlínský,Zlín,"AUTOSERVIS BAČÍK, spol. s r.o.",AUTOSERVIS BAČÍK spol. s r.o.
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.4667,49.4167,Přerov,751 17,Olomoucký,Horní Moštěnice,,"FV6-225 Horní Moštěnice, p. Klvač 5kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.35,49.9833,Kutná Hora,284 01,Středočeský,Suchdol,,Solopysky 15
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5667,49.2833,Brno-venkov,664 31,Jihomoravský,Lelekovice,,FVE Cvaková
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.8123,49.6939,Havlíčkův Brod,582 62,Vysočina,Sobíňov,,FVE JAN DVOŘÁČEK
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.0833,49.4667,Žďár nad Sázavou,592 55,Vysočina,Bobrová,,FVE Klimeš
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.25,49.95,Bruntál,793 42,Moravskoslezský,Rýmařov,,FVE Štanglica Janovice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.1333,48.8667,Hodonín,695 01,Jihomoravský,Hodonín,,FVE - Hodonín
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.75,49.3,Tábor,391 16,Jihočeský,Myslkovice,,FVE - 12 kWp
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,14.9556,50.7722,Liberec,460 06,Liberecký,Liberec,"Čermák - IMPORT EXPORT SERVIS, společnost s ručením omezeným zkr. Čermák, I.E.S., s.r.o.",FVE Čermák 1
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,14.9556,50.7722,Liberec,460 06,Liberecký,Liberec,"Čermák - IMPORT EXPORT SERVIS, společnost s ručením omezeným zkr. Čermák, I.E.S., s.r.o.",FVE Čermák 2
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Střítež,,FVE I 5 kW STŘÍTEŽ
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Střítež,,FVE II 5 kW STŘÍTEŽ
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Třebíč,,FVE 30 kW Třebíč
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.4167,49.9,Praha-západ,252 45,Středočeský,Zvole,,FVE Milan Nygrýn - Zvole
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.35,49.15,Brno-venkov,664 11,Jihomoravský,Zbýšov,,FVE Kloc
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5,49.0333,Uherské Hradiště,686 04,Zlínský,Kunovice,"AERO park, s.r.o.",FVE - Kunovice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.0333,48.8833,Znojmo,669 04,Jihomoravský,Znojmo,,"FV6-238 Vogalovi, Znojmo 5 kW"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.45,50.2667,Hradec Králové,503 57,Královéhradecký,Starý Bydžov,G&G - STAV s.r.o.,G&amp;G - STAV s.r.o. Starý Bydžov č.p. 120
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.85,49.6833,Havlíčkův Brod,582 66,Vysočina,Krucemburk,,PETR ŠRÁMEK
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.0333,50.95,Liberec,464 01,Liberecký,Dětřichov,,"FVE - 3,12"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4833,49.8,Plzeň-sever,330 11,Plzeňský,Třemošná,,Výrobna elektřiny
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.0167,50.6833,Semily,513 01,Liberecký,Semily,,Jaroslav Kratochvíl
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.3,49.9333,Svitavy,565 53,Pardubický,Sloupnice,,Sloupnice 1
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.85,50.3333,Mladá Boleslav,294 73,Středočeský,Brodce,"LAVEL MB, s.r.o.",FVE LAVEL MB
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5667,49.2333,Zlín,763 01,Zlínský,Sazovice,,FVE - Sazovice
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.4333,49.3667,Brno-venkov,666 01,Jihomoravský,Vohančice,,FVE_VOHANČICE_PČ.156_BURANT
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.2333,49.8333,Praha-západ,252 10,Středočeský,Kytín,,Chouzavá I
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.1667,48.9333,Hodonín,696 01,Jihomoravský,Rohatec,,"FVE Rohatec, Rucki"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6708,49.1458,Brno-město,620 00,Jihomoravský,Brno,,FVE Procházka
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.5667,50.0167,Pardubice,535 01,Pardubický,Přelouč,Multitrans CZ s.r.o.,FVE Škudly p.č. 53
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9,50.05,Pardubice,530 02,Pardubický,Pardubice,Multitrans CZ s.r.o.,"FVE Jana Palacha 1590, Pardubice"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.8167,48.85,Břeclav,691 03,Jihomoravský,Rakvice,,FVE - Nečas
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,,,,,,Brno-venkov,664 86,Jihomoravský,Vysoké Popovice,,FVE -Nováček
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.35,50.2167,Praha-západ,278 01,Středočeský,Dolany,,FVE Kužvard
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6222,49.1556,Brno-město,619 00,Jihomoravský,Brno,,FVE Pavel Fotijev
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5333,49.1667,Brno-město,642 00,Jihomoravský,Brno,,FVE Pavel Fotijev 2
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.7833,48.7667,Brno-město,602 00,Jihomoravský,Brno,,FVE Pavel Fotijev 3
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.3833,49.3333,Kroměříž,768 11,Zlínský,Chropyně,,FVE Odstrčilík Jaroslav
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.2167,49.0333,Hodonín,696 48,Jihomoravský,Ježov,,Hlavinková01
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.1167,49.0,Znojmo,671 40,Jihomoravský,Tavíkovice,,FVE Tavíkovice 112
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.3833,50.2,Hradec Králové,503 51,Královéhradecký,Chlumec nad Cidlinou,,FVE Chlumec n/C č.p. 828
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.15,50.1611,,143 00,Hlavní město Praha,Praha,,Pod Čihadlem 152
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8667,50.2833,Mladá Boleslav,294 71,Středočeský,Benátky nad Jizerou,,"FVE - 4,32"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.8333,49.9167,Opava,747 57,Moravskoslezský,Slavkov,,FVE Ing. Lumír Jedlička
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.4167,50.1833,Praha-východ,250 67,Středočeský,Klecany,,Klecany
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8167,50.15,Hradec Králové,503 31,Královéhradecký,Vysoká nad Labem,,FVE - Svoboda
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.0833,50.7667,Děčín,407 01,Ústecký,Jílové,,FVE Jana Vrbová
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.05,50.3,Nymburk,289 37,Středočeský,Loučeň,,FVE - 12 kWp
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.1667,50.0667,Kladno,273 51,Středočeský,Dolany,,FVE - Dolany
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2667,49.0333,Prachatice,384 11,Jihočeský,Němčice,,FVE - Benák
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.35,49.15,Brno-venkov,664 11,Jihomoravský,Zbýšov,,FVE -Nováček
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3761,49.7468,Plzeň-město,301 00,Plzeňský,Plzeň,,FVE Plzeň 10 - Lhota
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.7,49.2667,Brno-venkov,664 01,Jihomoravský,Babice nad Svitavou,,FVE Petr Syrovátka
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.4167,50.1833,Praha-východ,250 67,Středočeský,Klecany,,FVE Klecany
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.2167,49.7,Frýdek-Místek,739 44,Moravskoslezský,Brušperk,,FVE Gříbková Andrea
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.8167,49.0167,Třebíč,676 02,Vysočina,Moravské Budějovice,,FVE Bém Moravské Budějovice - 8 kWp
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,18.3,49.3667,Vsetín,756 06,Zlínský,Velké Karlovice,,"FVE 4,7 kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.85,48.7667,Břeclav,690 02,Jihomoravský,Břeclav,,FVE - Březinova
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2,49.3333,Písek,397 01,Jihočeský,Písek,J.E.N. Components s.r.o.,Unistil Bohemia s.r.o. U Hřebčince 2539
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.0,49.4,Pelhřimov,395 01,Vysočina,Pacov,,FVE Pacov
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.1,49.6,Nový Jičín,742 66,Moravskoslezský,Štramberk,,FVE Bajer Štramberk
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.1,49.6,Nový Jičín,742 66,Moravskoslezský,Štramberk,,FVE Bajer Štramberk RD
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.8333,49.9167,Opava,747 57,Moravskoslezský,Slavkov,,FVE Prokš Slavkov
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6786,49.1893,Tábor,391 81,Jihočeský,Veselí nad Lužnicí,Tělovýchovná jednotka Lokomotiva Veselí nad Lužnicí o.s.,FV TJ LOKOMOTIVA
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.0167,50.6833,Ústí nad Labem,403 40,Ústecký,Ústí nad Labem,,FVE - Mayer
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,16.9167,49.55,Prostějov,798 44,Olomoucký,Stražisko,,FVE KRČ
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.3,50.0167,Praha-západ,252 25,Středočeský,Zbuzany,,"FV6-224 Zbuzany, Zeman, 9 kW"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5667,49.1167,Uherské Hradiště,687 11,Zlínský,Topolná,,Topolná 318
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.95,50.5333,Mladá Boleslav,294 15,Středočeský,Klášter Hradiště nad Jizerou,,FVS - Hruška
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.1333,49.2333,Třebíč,675 71,Vysočina,Sedlec,,DOMA
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.2167,50.3667,Litoměřice,413 01,Ústecký,Dobříň,,FVE - Horký
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6333,49.5,Blansko,680 01,Jihomoravský,Boskovice,,Jiří Kučera
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.2333,50.0333,Ústí nad Orlicí,565 01,Pardubický,Běstovice,,Běstovice 30
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6333,49.4167,Blansko,679 02,Jihomoravský,Rájec-Jestřebí,,Radek Dosedla
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.2167,Strakonice,389 01,Jihočeský,Vodňany,,Pavel Kalčík
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.0,50.8167,Liberec,463 31,Liberecký,Nová Ves,,Fotovoltaická elektrárna - výrobna elektřiny
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,18.1333,49.4667,Vsetín,756 61,Zlínský,Rožnov pod Radhoštěm,,"FVE 4,47 kWp"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,13.8833,49.0333,Prachatice,384 71,Jihočeský,Šumavské Hoštice,,DANA
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.5167,49.9833,Praha-západ,252 42,Středočeský,Jesenice,,FVE Za Rybníkem
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.6583,50.075,,190 16,Hlavní město Praha,Praha,,Domanovická 512
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,14.5667,50.7667,Česká Lípa,473 01,Liberecký,Nový Bor,,Mánesova 427
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.3667,50.4833,Litoměřice,411 08,Ústecký,Štětí,Průmstav Štětí a.s.,FVE - Průmstav Štětí a.s.
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.2167,Strakonice,389 01,Jihočeský,Vodňany,,Pavla Hortová
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.25,49.5917,Olomouc,779 00,Olomoucký,Olomouc,,FVE Pippalová Olomouc
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,13.95,49.4333,Strakonice,388 01,Jihočeský,Čečelovice,,FVE Čečelovice 83
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.95,49.8333,Chrudim,539 73,Pardubický,Skuteč,,LADISLAV PEŠEK
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.5833,49.9333,Praha-východ,251 68,Středočeský,Kamenice,,Marie Dubnová
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.1333,49.4167,Prostějov,798 09,Olomoucký,Výšovice,,Autoopravna Výškovice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3667,49.7667,Ostrava-město,739 32,Moravskoslezský,Vratimov,,FVE Gvuzďová
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.0,49.4,Pelhřimov,395 01,Vysočina,Pacov,,FVE S2013-4
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6,49.25,Tábor,392 01,Jihočeský,Skalice,,Monika Matoušková
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.1667,49.4025,Žďár nad Sázavou,594 51,Vysočina,Křižanov,,FVE - Nožička
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.2167,Strakonice,389 01,Jihočeský,Chelčice,,Věra Benešová
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.775,50.05,Pardubice,530 09,Pardubický,Pardubice,,"FVS na č.p. 499 Polabiny - Pardubice, sluneční elektrárna"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.5333,50.1556,,196 00,Hlavní město Praha,Praha,,"FVE ZAHRÁDKA 9,66 kW"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.7,49.7833,Rokycany,338 01,Plzeňský,Holoubkov,,FVE Cejnarová
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.2167,Strakonice,389 01,Jihočeský,Vodňany,,Miroslav Bísek
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.9833,49.0833,Jindřichův Hradec,378 02,Jihočeský,Dolní Žďár,,FVE Šperl - Horní Lhota
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6333,48.6667,Český Krumlov,382 41,Jihočeský,Kaplice,B+M Malický s.r.o.,FVE B+M Malický s.r.o.
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4,48.9167,České Budějovice,370 01,Jihočeský,České Budějovice,GENERAL SERVIS CB s.r.o.,FVE General Servis
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.1833,49.4667,Žďár nad Sázavou,592 51,Vysočina,Blažkov,,FVE Michal Rosický
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.9227,49.7258,Nový Jičín,742 45,Moravskoslezský,Fulnek,,FVE 12 kWp
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2167,50.1833,Rychnov nad Kněžnou,517 04,Královéhradecký,Černíkovice,PHB CZ s.r.o.,Černíkovice
0.014,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Rychnov nad Kněžnou,PHB CZ s.r.o.,Kasárny
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Černíkovice,PHB CZ s.r.o.,VOŘÍŠEK 1
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Černíkovice,PHB CZ s.r.o.,VOŘÍŠEK 2
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.5167,50.55,Most,435 43,Ústecký,Horní Jiřetín,CANNONEER group s.r.o.,FVE CANNONEER Horní Jiřetín
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.9227,49.7258,Nový Jičín,742 45,Moravskoslezský,Fulnek,,"FVE - 5,0 kWp"
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.0667,49.5,Písek,398 04,Jihočeský,Smetanova Lhota,,Ondřej Koudelka
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.75,49.8167,Chrudim,538 25,Pardubický,Nasavrky,,FVE 1
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3667,49.7667,Plzeň-město,323 00,Plzeňský,Plzeň,,FVE Brand
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.4667,49.9333,Kutná Hora,285 71,Středočeský,Vrdy,,FVE VRDY
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.3667,50.2333,Jeseník,793 76,Olomoucký,Zlaté Hory,,FVE Petroš
0.018,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.95,49.75,Chrudim,539 01,Pardubický,Mrákotín,"AS-Real, a. s.","AS - Real, a.s."
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.5167,49.2,České Budějovice,373 66,Jihočeský,Žimutice,,MVDr. Jan Čecháček
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.2667,49.5667,Pelhřimov,396 01,Vysočina,Humpolec,"AutoProjekt AZ, s.r.o.",FVE Autoprojekt AZ
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.5667,48.9333,České Budějovice,370 06,Jihočeský,Srubec,,FVE Brodská 374
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.8,50.0278,Pardubice,530 03,Pardubický,Pardubice,,FVE Nový
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9,50.05,Pardubice,530 02,Pardubický,Pardubice,,FVE CETTUS
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.5333,50.1556,,196 00,Hlavní město Praha,Praha,,Za můstkem 202/7
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.45,50.15,,184 00,Hlavní město Praha,Praha,,FVE Trnkovi
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,13.9667,48.8167,Prachatice,384 51,Jihočeský,Volary,,"Zlatá stezka 262, Volary"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.6,49.65,,153 00,Hlavní město Praha,Praha,,Jarmily Novotné 1616
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.15,49.3667,Prostějov,798 25,Olomoucký,Dobromilice,,"FVE 4,41 kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8,50.15,Praha-východ,250 87,Středočeský,Mochov,,Milan Ptáčník
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.3,50.5167,Jičín,506 01,Královéhradecký,Butoves,,FVE - Baudyš
